iso3_code,year,value,unit,entity_name
DZA,2000,3854029656.12429,USD constant (2022),Algeria
DZA,2001,4366564667.698898,USD constant (2022),Algeria
DZA,2002,4478982614.099691,USD constant (2022),Algeria
DZA,2003,4609497905.7272,USD constant (2022),Algeria
DZA,2004,4767086806.532472,USD constant (2022),Algeria
DZA,2005,4760928314.618647,USD constant (2022),Algeria
DZA,2006,5009239353.192943,USD constant (2022),Algeria
DZA,2007,5862869998.214116,USD constant (2022),Algeria
DZA,2008,6609274050.710861,USD constant (2022),Algeria
DZA,2009,8211041526.550598,USD constant (2022),Algeria
DZA,2010,8162915071.57941,USD constant (2022),Algeria
DZA,2011,8743591679.267252,USD constant (2022),Algeria
DZA,2012,10461314829.729214,USD constant (2022),Algeria
DZA,2013,10749820058.232153,USD constant (2022),Algeria
DZA,2014,11921291280.384022,USD constant (2022),Algeria
DZA,2015,12951496048.116,USD constant (2022),Algeria
DZA,2016,12745969901.924637,USD constant (2022),Algeria
DZA,2017,12827313866.483965,USD constant (2022),Algeria
DZA,2018,12976848705.1564,USD constant (2022),Algeria
DZA,2019,11960641920.642326,USD constant (2022),Algeria
DZA,2020,11824000155.29023,USD constant (2022),Algeria
DZA,2021,10908454681.720882,USD constant (2022),Algeria
DZA,2022,8172145704.451865,USD constant (2022),Algeria
AGO,2000,863869499.9900335,USD constant (2022),Angola
AGO,2001,2114661641.0192292,USD constant (2022),Angola
AGO,2002,1784933538.483271,USD constant (2022),Angola
AGO,2003,1958946065.0934172,USD constant (2022),Angola
AGO,2004,2430331366.944597,USD constant (2022),Angola
AGO,2005,2009868350.846943,USD constant (2022),Angola
AGO,2006,2110963277.7524831,USD constant (2022),Angola
AGO,2007,2665574307.4222507,USD constant (2022),Angola
AGO,2008,3310416766.060501,USD constant (2022),Angola
AGO,2009,3861030769.05702,USD constant (2022),Angola
AGO,2010,2839611959.220434,USD constant (2022),Angola
AGO,2011,2884246251.3381824,USD constant (2022),Angola
AGO,2012,2834958055.111426,USD constant (2022),Angola
AGO,2013,3394055203.535809,USD constant (2022),Angola
AGO,2014,3168876271.220566,USD constant (2022),Angola
AGO,2015,3424369020.64518,USD constant (2022),Angola
AGO,2016,3473457439.416542,USD constant (2022),Angola
AGO,2017,3571391893.822311,USD constant (2022),Angola
AGO,2018,3273327529.4321775,USD constant (2022),Angola
AGO,2019,3100483254.920837,USD constant (2022),Angola
AGO,2020,3870911943.358056,USD constant (2022),Angola
AGO,2021,3699489178.343475,USD constant (2022),Angola
AGO,2022,3608265526.846493,USD constant (2022),Angola
BEN,2000,190965788.38197416,USD constant (2022),Benin
BEN,2001,224600454.11192557,USD constant (2022),Benin
BEN,2002,220213810.6961847,USD constant (2022),Benin
BEN,2003,229334637.2213317,USD constant (2022),Benin
BEN,2004,248405023.0391418,USD constant (2022),Benin
BEN,2005,251933189.34761068,USD constant (2022),Benin
BEN,2006,267092782.40485048,USD constant (2022),Benin
BEN,2007,252895136.20714313,USD constant (2022),Benin
BEN,2008,239503848.6851162,USD constant (2022),Benin
BEN,2009,266975064.8079998,USD constant (2022),Benin
BEN,2010,284031460.00369453,USD constant (2022),Benin
BEN,2011,291207168.97771674,USD constant (2022),Benin
BEN,2012,313216751.5981089,USD constant (2022),Benin
BEN,2013,313163774.2028573,USD constant (2022),Benin
BEN,2014,312442891.0740645,USD constant (2022),Benin
BEN,2015,322373481.1041312,USD constant (2022),Benin
BEN,2016,341364063.78636515,USD constant (2022),Benin
BEN,2017,344292769.8103656,USD constant (2022),Benin
BEN,2018,397389097.3538047,USD constant (2022),Benin
BEN,2019,369179083.7228524,USD constant (2022),Benin
BEN,2020,414438113.9591516,USD constant (2022),Benin
BEN,2021,422633911.2856629,USD constant (2022),Benin
BEN,2022,466201683.1470308,USD constant (2022),Benin
BWA,2000,596825241.5516207,USD constant (2022),Botswana
BWA,2001,636583212.5352504,USD constant (2022),Botswana
BWA,2002,716086905.1448728,USD constant (2022),Botswana
BWA,2003,725672198.5902287,USD constant (2022),Botswana
BWA,2004,699295670.699411,USD constant (2022),Botswana
BWA,2005,634533303.1312548,USD constant (2022),Botswana
BWA,2006,623073854.3854225,USD constant (2022),Botswana
BWA,2007,746327424.998008,USD constant (2022),Botswana
BWA,2008,823179278.147819,USD constant (2022),Botswana
BWA,2009,793433477.0746267,USD constant (2022),Botswana
