iso3_code,year,value,unit,entity_name
DZA,2000,8.77923775,percent of general government expenditure,Algeria
DZA,2001,9.26661205,percent of general government expenditure,Algeria
DZA,2002,7.97343826,percent of general government expenditure,Algeria
DZA,2003,9.43778801,percent of general government expenditure,Algeria
DZA,2004,8.66916943,percent of general government expenditure,Algeria
DZA,2005,7.761599059999999,percent of general government expenditure,Algeria
DZA,2006,7.84512997,percent of general government expenditure,Algeria
DZA,2007,7.630736350000001,percent of general government expenditure,Algeria
DZA,2008,7.687209129999999,percent of general government expenditure,Algeria
DZA,2009,8.644684790000001,percent of general government expenditure,Algeria
DZA,2010,9.18787575,percent of general government expenditure,Algeria
DZA,2011,9.03425121,percent of general government expenditure,Algeria
DZA,2012,10.06144714,percent of general government expenditure,Algeria
DZA,2013,11.70106602,percent of general government expenditure,Algeria
DZA,2014,11.41803741,percent of general government expenditure,Algeria
DZA,2015,10.60481071,percent of general government expenditure,Algeria
DZA,2016,10.60594082,percent of general government expenditure,Algeria
DZA,2017,10.606039999999998,percent of general government expenditure,Algeria
DZA,2018,10.606168750000002,percent of general government expenditure,Algeria
DZA,2019,8.830361370000002,percent of general government expenditure,Algeria
DZA,2020,8.83030605,percent of general government expenditure,Algeria
DZA,2021,8.828529360000001,percent of general government expenditure,Algeria
DZA,2022,5.361367700000001,percent of general government expenditure,Algeria
AGO,2000,2.7385826100000004,percent of general government expenditure,Angola
AGO,2001,5.968254570000001,percent of general government expenditure,Angola
AGO,2002,4.19123077,percent of general government expenditure,Angola
AGO,2003,4.260468009999999,percent of general government expenditure,Angola
AGO,2004,5.659238820000001,percent of general government expenditure,Angola
AGO,2005,4.820637700000001,percent of general government expenditure,Angola
AGO,2006,4.718737599999999,percent of general government expenditure,Angola
AGO,2007,4.51627111,percent of general government expenditure,Angola
AGO,2008,4.0603714,percent of general government expenditure,Angola
AGO,2009,5.77788925,percent of general government expenditure,Angola
AGO,2010,4.249567990000001,percent of general government expenditure,Angola
AGO,2011,4.58056879,percent of general government expenditure,Angola
AGO,2012,4.201513290000001,percent of general government expenditure,Angola
AGO,2013,4.57540083,percent of general government expenditure,Angola
AGO,2014,3.61568022,percent of general government expenditure,Angola
AGO,2015,4.562625410000001,percent of general government expenditure,Angola
AGO,2016,5.432696819999999,percent of general government expenditure,Angola
AGO,2017,5.364319320000001,percent of general government expenditure,Angola
AGO,2018,5.364319320000001,percent of general government expenditure,Angola
AGO,2019,5.5068841,percent of general government expenditure,Angola
AGO,2020,7.305021760000001,percent of general government expenditure,Angola
AGO,2021,8.777365679999999,percent of general government expenditure,Angola
AGO,2022,6.699635029999999,percent of general government expenditure,Angola
BEN,2000,7.29948664,percent of general government expenditure,Benin
BEN,2001,7.99414682,percent of general government expenditure,Benin
BEN,2002,6.34654379,percent of general government expenditure,Benin
BEN,2003,7.7336826300000014,percent of general government expenditure,Benin
BEN,2004,8.69476223,percent of general government expenditure,Benin
BEN,2005,7.55740261,percent of general government expenditure,Benin
BEN,2006,8.31231785,percent of general government expenditure,Benin
BEN,2007,6.1193018,percent of general government expenditure,Benin
BEN,2008,5.103364470000001,percent of general government expenditure,Benin
BEN,2009,5.1059413000000005,percent of general government expenditure,Benin
BEN,2010,5.34460402,percent of general government expenditure,Benin
BEN,2011,4.423614500000001,percent of general government expenditure,Benin
BEN,2012,5.24633551,percent of general government expenditure,Benin
BEN,2013,5.1338048,percent of general government expenditure,Benin
BEN,2014,4.04459238,percent of general government expenditure,Benin
BEN,2015,3.254780050000001,percent of general government expenditure,Benin
BEN,2016,3.05096745,percent of general government expenditure,Benin
BEN,2017,2.56150651,percent of general government expenditure,Benin
BEN,2018,2.71143031,percent of general government expenditure,Benin
BEN,2019,2.13318133,percent of general government expenditure,Benin
BEN,2020,2.7194826599999997,percent of general government expenditure,Benin
BEN,2021,1.6007707099999997,percent of general government expenditure,Benin
BEN,2022,2.59515929,percent of general government expenditure,Benin
BWA,2000,8.178297040000002,percent of general government expenditure,Botswana
BWA,2001,8.178297040000002,percent of general government expenditure,Botswana
BWA,2002,8.178297040000002,percent of general government expenditure,Botswana
BWA,2003,8.178297040000002,percent of general government expenditure,Botswana
BWA,2004,8.178297040000002,percent of general government expenditure,Botswana
BWA,2005,8.178297040000002,percent of general government expenditure,Botswana
BWA,2006,8.178297040000002,percent of general government expenditure,Botswana
BWA,2007,8.178297040000002,percent of general government expenditure,Botswana
BWA,2008,7.64480686,percent of general government expenditure,Botswana
BWA,2009,6.252062320000001,percent of general government expenditure,Botswana
BWA,2010,8.060935020000002,percent of general government expenditure,Botswana
BWA,2011,9.63225174,percent of general government expenditure,Botswana
BWA,2012,10.68447876,percent of general government expenditure,Botswana
BWA,2013,11.93448162,percent of general government expenditure,Botswana
BWA,2014,10.958581920000002,percent of general government expenditure,Botswana
BWA,2015,10.41588783,percent of general government expenditure,Botswana
BWA,2016,11.21129513,percent of general government expenditure,Botswana
BWA,2017,14.315474509999998,percent of general government expenditure,Botswana
BWA,2018,11.54210281,percent of general government expenditure,Botswana
BWA,2019,12.006065370000002,percent of general government expenditure,Botswana
BWA,2020,11.66365051,percent of general government expenditure,Botswana
BWA,2021,14.615031240000002,percent of general government expenditure,Botswana
BWA,2022,14.615031240000002,percent of general government expenditure,Botswana
BFA,2000,4.848368639999999,percent of general government expenditure,Burkina Faso
BFA,2001,4.942176820000001,percent of general government expenditure,Burkina Faso
BFA,2002,5.434931279999999,percent of general government expenditure,Burkina Faso
BFA,2003,5.5697293299999995,percent of general government expenditure,Burkina Faso
BFA,2004,8.39099884,percent of general government expenditure,Burkina Faso
BFA,2005,6.048640250000001,percent of general government expenditure,Burkina Faso
BFA,2006,6.54068851,percent of general government expenditure,Burkina Faso
BFA,2007,6.270682810000001,percent of general government expenditure,Burkina Faso
BFA,2008,7.32152605,percent of general government expenditure,Burkina Faso
BFA,2009,7.629394049999999,percent of general government expenditure,Burkina Faso
BFA,2010,6.03235245,percent of general government expenditure,Burkina Faso
BFA,2011,6.587393759999999,percent of general government expenditure,Burkina Faso
BFA,2012,4.696058750000001,percent of general government expenditure,Burkina Faso
BFA,2013,6.382932189999999,percent of general government expenditure,Burkina Faso
BFA,2014,7.77367115,percent of general government expenditure,Burkina Faso
BFA,2015,7.15264177,percent of general government expenditure,Burkina Faso
BFA,2016,11.03399467,percent of general government expenditure,Burkina Faso
BFA,2017,9.99147034,percent of general government expenditure,Burkina Faso
BFA,2018,8.784770970000002,percent of general government expenditure,Burkina Faso
BFA,2019,9.576910970000002,percent of general government expenditure,Burkina Faso
BFA,2020,11.646951680000004,percent of general government expenditure,Burkina Faso
BFA,2021,9.83841515,percent of general government expenditure,Burkina Faso
BFA,2022,8.39684868,percent of general government expenditure,Burkina Faso
BDI,2000,5.944540020000002,percent of general government expenditure,Burundi
BDI,2001,6.662638660000001,percent of general government expenditure,Burundi
BDI,2002,6.37957811,percent of general government expenditure,Burundi
BDI,2003,3.71581554,percent of general government expenditure,Burundi
BDI,2004,5.80384302,percent of general government expenditure,Burundi
BDI,2005,6.223104000000001,percent of general government expenditure,Burundi
BDI,2006,6.481419560000001,percent of general government expenditure,Burundi
BDI,2007,6.3231554,percent of general government expenditure,Burundi
BDI,2008,3.78774738,percent of general government expenditure,Burundi
BDI,2009,5.4775238,percent of general government expenditure,Burundi
BDI,2010,4.86066389,percent of general government expenditure,Burundi
BDI,2011,8.227913859999997,percent of general government expenditure,Burundi
BDI,2012,7.110281940000002,percent of general government expenditure,Burundi
BDI,2013,4.43170166,percent of general government expenditure,Burundi
BDI,2014,9.79248333,percent of general government expenditure,Burundi
BDI,2015,10.44351768,percent of general government expenditure,Burundi
BDI,2016,9.90449238,percent of general government expenditure,Burundi
BDI,2017,8.357585909999997,percent of general government expenditure,Burundi
BDI,2018,7.90786219,percent of general government expenditure,Burundi
BDI,2019,7.90786219,percent of general government expenditure,Burundi
BDI,2020,7.3328781099999985,percent of general government expenditure,Burundi
BDI,2021,7.3328781099999985,percent of general government expenditure,Burundi
BDI,2022,4.72897339,percent of general government expenditure,Burundi
CPV,2000,7.50158787,percent of general government expenditure,Cabo Verde
CPV,2001,11.17305183,percent of general government expenditure,Cabo Verde
CPV,2002,9.504278179999998,percent of general government expenditure,Cabo Verde
CPV,2003,11.36700153,percent of general government expenditure,Cabo Verde
CPV,2004,9.631425859999998,percent of general government expenditure,Cabo Verde
CPV,2005,8.802990910000002,percent of general government expenditure,Cabo Verde
CPV,2006,8.921114919999999,percent of general government expenditure,Cabo Verde
CPV,2007,10.09019661,percent of general government expenditure,Cabo Verde
CPV,2008,8.10699081,percent of general government expenditure,Cabo Verde
CPV,2009,8.309453010000002,percent of general government expenditure,Cabo Verde
CPV,2010,7.229432109999999,percent of general government expenditure,Cabo Verde
CPV,2011,8.60780239,percent of general government expenditure,Cabo Verde
CPV,2012,8.86496925,percent of general government expenditure,Cabo Verde
CPV,2013,9.02955627,percent of general government expenditure,Cabo Verde
CPV,2014,9.98307133,percent of general government expenditure,Cabo Verde
CPV,2015,10.09395409,percent of general government expenditure,Cabo Verde
CPV,2016,10.392424580000002,percent of general government expenditure,Cabo Verde
CPV,2017,10.392424580000002,percent of general government expenditure,Cabo Verde
CPV,2018,10.392424580000002,percent of general government expenditure,Cabo Verde
CPV,2019,10.165415759999998,percent of general government expenditure,Cabo Verde
CPV,2020,12.7326889,percent of general government expenditure,Cabo Verde
CPV,2021,17.09349632,percent of general government expenditure,Cabo Verde
CPV,2022,16.0616703,percent of general government expenditure,Cabo Verde
CMR,2000,4.42626905,percent of general government expenditure,Cameroon
CMR,2001,5.34374762,percent of general government expenditure,Cameroon
CMR,2002,6.432985310000001,percent of general government expenditure,Cameroon
CMR,2003,6.5153770400000015,percent of general government expenditure,Cameroon
CMR,2004,5.26183367,percent of general government expenditure,Cameroon
CMR,2005,5.24748802,percent of general government expenditure,Cameroon
CMR,2006,5.18314695,percent of general government expenditure,Cameroon
CMR,2007,4.226081849999999,percent of general government expenditure,Cameroon
CMR,2008,3.46105146,percent of general government expenditure,Cameroon
CMR,2009,3.04738736,percent of general government expenditure,Cameroon
CMR,2010,2.67579794,percent of general government expenditure,Cameroon
CMR,2011,3.21048117,percent of general government expenditure,Cameroon
CMR,2012,3.731803420000001,percent of general government expenditure,Cameroon
CMR,2013,2.50095606,percent of general government expenditure,Cameroon
CMR,2014,2.9397316,percent of general government expenditure,Cameroon
CMR,2015,1.8129396399999995,percent of general government expenditure,Cameroon
CMR,2016,1.8129396399999995,percent of general government expenditure,Cameroon
CMR,2017,0.73440903,percent of general government expenditure,Cameroon
CMR,2018,1.95703375,percent of general government expenditure,Cameroon
CMR,2019,2.1798591600000004,percent of general government expenditure,Cameroon
CMR,2020,3.65950561,percent of general government expenditure,Cameroon
CMR,2021,2.86053681,percent of general government expenditure,Cameroon
CMR,2022,3.93554211,percent of general government expenditure,Cameroon
CAF,2000,10.02161694,percent of general government expenditure,Central African Republic
